adresse;lat;lon
-1;45.4413939;4.3898056
-1;45.4358107;4.388581
-1;45.4437477;4.3855317
-1;45.4362311;4.3886062
-1;45.4334066;4.3950137
-1;45.4646645;4.383895
-1;45.4343239;4.3928543
-1;45.4235759;4.396006
-1;45.4629673;4.3983842
-1;45.4640721;4.3967981
-1;45.4403158;4.40106
-1;45.427744;4.4020222
-1;48.8777163;2.40547
-1;45.4402476;4.4017409
-1;45.4264826;4.3906614
-1;45.4429551;4.3841091
-1;45.4420058;4.3871952
-1;45.419477;4.3926447
-1;45.4389716;4.3828277
-1;45.4394533;4.4044039
-1;45.4596662;4.3964683
-1;45.465173;4.383704
-1;45.4366095;4.3871733
-1;45.440098;4.3952835
-1;45.4331731;4.3908307
-1;45.440512;4.3855863
-1;45.4400494;4.4051654
-1;45.4275796;4.3836377
-1;45.4651136;4.3838963
-1;45.4633051;4.3983861
-1;45.4237432;4.4093664
-1;45.4417927;4.4064316
-1;45.4332015;4.39197
-1;45.4422361;4.39024
-1;45.4364398;4.3885933
-1;42.773408;2.9881935
-1;43.5170289;1.4985685
-1;43.5171767;1.4987778
-1;43.5162344;1.5005671
-1;43.3005026;-0.402769
-1;43.2997421;-0.3982336
-1;43.3015008;-0.4142738
-1;43.3143946;-0.4270351
-1;43.3034666;-0.4151536
-1;43.3090695;-0.4288422
-1;49.4427091;1.092679
-1;49.4429415;1.0912187
-1;43.313018;-0.4268823
-1;43.3029818;-0.4137861
-1;43.3285458;-0.3808898
-1;43.317659;-0.4239163
-1;43.3284141;-0.3823885
-1;43.3019097;-0.4145359
-1;43.3282758;-0.3803237
-1;43.2259338;-0.8851964
-1;43.3327553;-0.4535332
-1;43.3358042;-0.4597155
-1;43.3359629;-0.4594078
-1;43.3356701;-0.4586397
-1;43.3253509;-0.4437786
-1;43.3192107;-0.4317488
-1;43.3309791;-0.4481783
-1;48.8552775;2.3295748
-1;48.8594779;2.3263122
-1;43.5858945;1.4277727
-1;49.4423323;1.0886391
-1;49.4418588;1.0903206
-1;49.4421531;1.0866063
-1;45.3015035;5.9957189
-1;49.3590517;0.070913
-1;49.4444985;1.0891307
-1;48.8632638;2.3672225
-1;48.8705379;2.3777118
-1;43.3714418;-0.5887208
-1;47.4482385;6.8369549
-1;43.3926602;-0.5658447
-1;43.3856511;-0.611951
-1;43.419005;-0.5844969
-1;48.6291765;2.4343309
-1;48.6301835;2.4273597
-1;48.628321;2.4294533
-1;48.6301265;2.4266865
-1;42.6704546;2.8315471
-1;42.7855065;0.5939064
-1;43.1910425;-0.6176357
-1;43.1900858;-0.6237777
-1;43.1895354;-0.6251466
-1;43.1972925;-0.6200144
-1;43.2014626;-0.63189
-1;48.9456083;2.2950707
-1;48.9481449;2.2952196
-1;48.9164711;2.362742
-1;48.9249146;2.3537804
-1;48.9213248;2.3630906
-1;48.9231619;2.3639409
-1;48.9326091;2.3700755
-1;48.91721;2.3440412
-1;48.9244266;2.363011
-1;48.9164362;2.3623004
-1;48.9324574;2.3699948
-1;48.9176863;2.3432098
-1;43.5607501;1.464112
-1;43.5613331;1.4639146
-1;48.896495;2.380955
-1;48.8965417;2.3817418
-1;48.8964639;2.3826036
-1;48.896355;2.3811595
-1;48.8970296;2.3807856
-1;48.8960946;2.3804411
-1;48.8961046;2.3811933
-1;48.8961049;2.3803516
-1;48.8966368;2.3790517
-1;48.8953212;2.3859872
-1;48.8964353;2.3803429
-1;48.896953;2.3795113
-1;48.8967779;2.379535
-1;48.8969174;2.3818401
-1;48.8974262;2.3817613
-1;48.8965501;2.381891
-1;48.8967544;2.3785894
-1;42.6323198;2.7558823
-1;42.6342174;2.7534205
-1;42.6344146;2.7566513
-1;42.6322079;2.7562258
-1;42.633229;2.7581644
-1;42.632829;2.7568933
-1;42.6328147;2.7567405
-1;42.6326081;2.7593899
-1;42.6333385;2.755855
-1;49.4443547;1.0948442
-1;49.445191;1.0942728
-1;49.4440165;1.0961398
-1;45.2596685;4.1372991
-1;49.4382682;1.0977408
-1;48.8382907;2.1574413
-1;48.8012328;2.3554727
-1;49.4398026;1.1095135
-1;49.4389438;1.1098616
-1;49.443571;1.0998486
-1;49.4336925;1.106013
-1;45.696431;-0.331148
-1;45.6966373;-0.3308158
-1;45.6971171;-0.3353214
-1;45.6973672;-0.3317102
-1;45.6970294;-0.3353668
-1;45.6964378;-0.3315153
-1;45.6920583;-0.3348236
-1;45.6964548;-0.332553
-1;45.6968714;-0.3322576
-1;45.6930211;-0.3290145
-1;45.6965117;-0.3316516
-1;45.6930389;-0.3291485
-1;45.6948572;-0.3258768
-1;45.6966347;-0.3317589
-1;45.4427828;-0.4190836
-1;45.4499702;-0.450645
-1;45.4537591;-0.4156651
-1;45.4423346;-0.447284
-1;45.4427495;-0.4189877
-1;45.4397046;-0.4442364
-1;45.4500026;-0.4503815
-1;45.650892;0.1564685
-1;45.0013326;-1.1980683
-1;45.0013435;-1.2000324
-1;43.1668168;-1.2320697
-1;43.6134466;1.4498342
-1;43.6094005;1.4462016
-1;45.4361091;6.0413732
-1;43.1818787;-0.5707068
-1;45.561599;5.4463334
-1;45.561634;5.4464655
-1;49.4485417;1.0950135
-1;43.5520676;7.0107819
-1;45.7459145;4.8514408
-1;45.7550614;4.8430114
-1;45.7542455;4.8435686
-1;45.7511576;4.8412029
-1;45.7469082;4.8503153
-1;45.7548777;4.8438297
-1;45.7504192;4.8404839
-1;45.7508399;4.8408223
-1;48.6661738;-4.2132984
-1;48.8560164;2.3101504
-1;48.6898147;6.182835
-1;49.4705511;1.0929818
-1;43.5655431;7.0033284
-1;46.1187241;3.4212466
-1;44.2056014;0.6229891
-1;44.2047019;0.6184066
-1;44.2053274;0.6206273
-1;44.2036296;0.6152459
-1;44.2048439;0.616873
-1;44.2030314;0.6151657
-1;44.2050248;0.6193469
-1;44.205915;0.6188951
-1;43.6401352;0.5957658
-1;43.0511684;2.2206669
-1;47.9938038;0.1854285
-1;48.0010856;0.1976269
-1;48.6993881;2.1873694
-1;43.6869005;5.7085118
-1;48.0045117;0.2003825
-1;44.5465637;6.4811838
-1;45.6790129;4.7513024
-1;45.6736102;4.754907
-1;45.6783677;4.7509391
-1;45.6746768;4.7558588
-1;47.4763104;-3.1133648
-1;47.4848447;-3.119
-1;47.850672;3.5560973
-1;45.1923956;5.6778287
-1;45.59063;4.7711937
-1;45.5904457;4.7711578
-1;45.5911595;4.7706802
-1;46.4004817;6.5902862
-1;46.4004455;6.5899619
-1;46.4015172;6.5898799
-1;48.7002655;2.1809799
-1;46.3704132;6.4788485
-1;48.8684059;2.3153291
-1;48.8684664;2.3151297
-1;43.5759788;7.0188846
-1;43.5761251;7.0192914
-1;43.5730705;7.0223718
-1;43.5670924;7.0166891
-1;43.5761842;7.0190485
-1;48.9278136;2.3915718
-1;43.6580985;6.9248211
-1;48.005544;0.1994029
-1;48.0160304;0.165943
-1;48.0046187;0.197173
-1;48.0049722;0.1975659
-1;45.7757466;3.0870291
-1;45.7757655;3.0874647
-1;43.5340504;3.3335575
-1;48.1977453;7.314289
-1;43.2955456;5.3792599
-1;43.2973944;5.3864561
-1;43.2961622;5.3794491
-1;43.2963765;5.3780975
-1;43.2973624;5.3809128
-1;43.3033806;5.3823257
-1;43.2982298;5.3808076
-1;43.2965486;5.3801917
-1;43.3022378;5.3805319
-1;43.292457;5.3748755
-1;47.3462827;6.3597381
-1;43.3014107;5.3737527
-1;43.2988122;5.3649628
-1;43.3046528;5.3654769
-1;43.29645;5.3704499
-1;43.303491;5.3684272
-1;48.0703541;-0.7660972
-1;48.0584238;-0.7805059
-1;48.0691586;-0.7726682
-1;48.0706941;-0.7661098
-1;48.0588023;-0.7801378
-1;44.7346453;4.5977065
-1;44.7359026;4.5984769
-1;44.7352488;4.5990485
-1;48.8971435;2.2774607
-1;44.8611879;4.8336957
-1;43.5481167;7.1311649
-1;43.5812807;7.1248539
-1;43.6159248;7.1243105
-1;44.5426175;4.292373
-1;44.5420805;4.2936668
-1;43.6147636;7.1255712
-1;43.6159447;7.1242176
-1;45.8567843;6.6176484
-1;45.1752104;5.7494812
-1;45.1754196;5.7488924
-1;45.1749179;5.7491479
-1;45.1753418;5.7494125
-1;48.8918451;2.190238
-1;45.1770059;5.7514324
-1;43.2149024;2.353197
-1;43.213407;2.3511914
-1;43.2142386;2.3532702
-1;44.1003414;3.0759818
-1;48.8966754;2.1955275
-1;48.8944142;2.1921578
-1;48.8929302;2.1881936
-1;48.8932953;2.1888574
-1;48.8916527;2.2316278
-1;48.8881135;2.2440421
-1;48.8917319;2.231396
-1;48.8507278;2.3086858
-1;48.8502315;2.3081838
-1;48.8500111;2.3079463
-1;48.8499992;2.3077844
-1;43.3099814;5.3830577
-1;43.3133691;5.3822534
-1;43.3104888;5.3732997
-1;43.3142274;5.379842
-1;43.3067491;5.3742143
-1;43.3131361;5.3862162
-1;43.2959632;5.3990683
-1;46.3457216;6.4341102
-1;48.8712526;2.3010945
-1;43.2909774;5.3779031
-1;43.2933978;5.3824749
-1;43.2907996;5.3804337
-1;43.2941064;5.3834769
-1;43.2887132;5.3730461
-1;48.8966842;2.1952716
-1;48.8719525;2.3355856
-1;48.8714084;2.3357576
-1;48.8718411;2.334853
-1;48.8716985;2.334819
-1;48.8759877;2.3307509
-1;47.4220846;0.6831352
-1;47.4221123;0.6832177
-1;48.8698481;2.3012864
-1;48.6766523;5.8901275
-1;48.6772739;5.8917076
-1;48.6765405;5.892505
-1;48.6742115;5.8895491
-1;48.6768519;5.8916911
-1;48.6749939;5.8906018
-1;43.3604269;-0.5529133
-1;43.3632459;-0.5705306
-1;43.3605513;-0.5528245
-1;48.871454;2.3005917
-1;48.8718046;2.3001337
-1;48.8720832;2.2992586
-1;47.3833539;0.6982465
-1;47.9488449;6.7719997
-1;47.0615848;-0.8805426
-1;43.2869299;5.3596876
-1;43.5994381;1.4457423
-1;48.9572494;2.3088941
-1;48.8736128;2.2966591
-1;48.873505;2.2971869
-1;48.8734552;2.2971706
-1;48.8737234;2.2966778
-1;48.7059917;2.3932362
-1;48.943633;2.2557401
-1;49.4901203;0.1269046
-1;49.3794447;1.1077632
-1;48.729399;2.2830633
-1;48.7339618;2.287589
-1;43.2708841;6.6406404
-1;43.2732097;6.6397854
-1;45.584684;-0.8357205
-1;47.3272862;5.0444183
-1;49.482474;0.8757453
-1;49.4825272;0.8756471
-1;49.4859596;0.8760762
-1;49.4821925;0.8753849
-1;45.6949165;-0.3259113
-1;46.1251452;3.4247581
-1;46.1252469;3.4249724
-1;47.2075157;6.1039506
-1;47.2076244;6.1036596
-1;48.8605898;2.3521542
-1;48.8606671;2.3521963
-1;48.0165678;6.59265
-1;48.0161248;6.5889901
-1;48.6837138;-3.9594292
-1;47.2907722;-2.2104451
-1;47.2908236;-2.2104652
-1;47.3004977;-2.2148757
-1;47.2146429;5.9445502
-1;47.2155569;5.9458644
-1;47.2176154;5.9791374
-1;47.2176755;5.9802443
-1;47.2180313;5.9787268
-1;47.2206601;5.9677276
-1;47.2178979;5.9788542
-1;47.2181656;5.9805322
-1;47.2182674;5.9798086
-1;47.2177873;5.9800185
-1;47.2160369;5.9479282
-1;48.8761214;2.180603
-1;44.7290288;5.0266301
-1;44.7283493;5.0226564
-1;44.7288207;5.0239129
-1;44.7288748;5.0247293
-1;44.7270469;5.024379
-1;47.2341366;6.0084671
-1;48.0010905;3.7198977
-1;47.9985812;3.7186638
-1;47.9667314;3.5211046
-1;47.9637028;3.5130042
-1;48.2693919;4.0733605
-1;48.201298;3.2820657
-1;47.9624776;3.513546
-1;48.1972971;3.2830097
-1;48.1908397;3.2727913
-1;48.1772896;3.2881973
-1;48.1973542;3.2828514
-1;48.1980454;3.2828622
-1;48.1989782;3.2922016
-1;48.9037251;2.3711262
-1;48.9086446;2.3949382
-1;48.9083606;2.3950904
-1;48.9089668;2.3953128
-1;48.9120736;2.372838
-1;48.9152733;2.3811037
-1;48.9152866;2.3812374
-1;48.9087745;2.3951344
-1;43.6096592;1.4436816
-1;48.2951915;4.0715692
-1;46.9464224;-2.1876677
-1;48.2968332;4.0757003
-1;48.2988506;4.0750897
-1;45.7163664;4.8111751
-1;45.7196286;4.8089766
-1;45.7140869;4.8064093
-1;45.7150277;4.8065802
-1;45.7141364;4.80481
-1;45.7144962;4.8057112
-1;45.7140292;4.8039256
-1;48.879548;2.4161299
-1;50.7046435;3.19936
-1;48.8855522;2.4355837
-1;48.8852873;2.4354176
-1;48.9079827;2.3407122
-1;48.9012378;2.337444
-1;48.9141178;2.3366956
-1;48.8005209;2.1712969
-1;47.1678684;-1.4800363
-1;48.0016296;3.725028
-1;46.3247736;-0.4701165
-1;46.3251038;-0.4692011
-1;46.3251962;-0.4686314
-1;45.4931169;-0.6141797
-1;45.8938078;3.1133972
-1;48.8014031;2.1230471
-1;43.7723282;1.2938995
-1;47.2064168;-1.5410523
-1;47.4883719;3.9074793
-1;47.9942647;0.2366885
-1;47.9941033;0.2361993
-1;48.8856658;2.2230522
-1;48.8858302;2.2196658
-1;48.8857684;2.2217234
-1;48.8859202;2.2197814
-1;48.885185;2.2237404
-1;43.6106959;3.8769361
-1;45.1846744;0.7214472
-1;45.1841172;0.7203719
-1;45.183742;0.7241394
-1;45.1834213;0.721489
-1;45.1855928;0.7233908
-1;45.1836177;0.7179846
-1;43.6137838;3.8802674
-1;43.6140304;3.8741823
-1;43.6118594;3.8763715
-1;43.6139616;3.8742667
-1;48.8984957;2.3472018
-1;48.898512;2.3481097
-1;43.6084001;3.8707243
-1;43.6082688;3.8720567
-1;43.606079;3.8771888
-1;48.8972564;2.2191545
-1;48.8985631;2.2144797
-1;48.8996676;2.1953449
-1;48.9034247;2.2037399
-1;48.8982399;2.215497
-1;50.6650235;3.1022663
-1;48.8976638;2.3223852
-1;43.6119939;3.8718026
-1;47.4702294;0.6089563
-1;47.4699962;0.6101733
-1;47.4705982;0.6100755
-1;47.4672646;0.5996989
-1;48.8602946;2.3247818
-1;44.1026199;4.758002
-1;44.1042304;4.755778
-1;44.102692;4.7580343
-1;43.6125616;3.8394167
-1;43.4882877;-1.4339516
-1;46.9752496;-1.3127942
-1;49.5093906;0.1569923
-1;43.6198011;3.8732028
-1;43.6337878;3.8469903
-1;43.6333802;3.8464903
-1;43.6333682;3.8466357
-1;44.085337;4.8823757
-1;43.6107056;1.4539847
-1;48.8991815;2.2937243
-1;48.8992711;2.294105
-1;51.0337738;2.3697192
-1;47.0682185;-1.261572
-1;47.0691167;-1.2613537
-1;45.1947872;5.7287973
-1;48.8940518;2.195895
-1;46.8611631;-1.0226593
-1;46.8711115;-1.0131141
-1;46.8619784;-1.0261265
-1;48.0717874;-0.71454
-1;50.6501002;3.149139
-1;43.6094182;1.4389777
-1;43.5874572;1.4182937
-1;43.5875833;1.4185309
-1;50.7243497;3.1461343
-1;50.722489;3.1587342
-1;50.7252787;3.1564422
-1;45.188341;5.7282131
-1;45.1869284;5.73268
-1;45.1864319;5.7370763
-1;45.1868271;5.7367598
-1;45.1864545;5.7358021
-1;45.1860512;5.7361214
-1;45.187058;5.7374279
-1;45.1878012;5.7392137
-1;45.1877075;5.7389836
-1;45.1885343;5.7311639
-1;50.6263704;3.1503554
-1;48.8943976;2.1896824
-1;48.8946674;2.1906942
-1;48.8941029;2.1873948
-1;48.8937561;2.1878022
-1;44.8428517;-0.5454264
-1;48.5111171;-2.7621113
-1;48.5151267;-2.7664802
-1;48.8424456;2.3721881
-1;48.8413288;2.3773175
-1;48.8410117;2.3777144
-1;48.5778474;-3.8280372
-1;48.8340463;2.3870943
-1;48.833002;2.3871021
-1;44.4323497;4.7132028
-1;44.1377385;4.8079746
-1;44.1524236;4.803266
-1;44.1373002;4.8074987
-1;45.6297588;4.8328746
-1;48.8374997;2.3577642
-1;48.8380874;2.3581277
-1;44.1205454;4.8397584
-1;44.8593317;-0.5378883
-1;50.6149167;3.1265323
-1;50.6155891;3.1257686
-1;50.6193648;3.1316471
-1;50.6158369;3.1254652
-1;50.6185599;3.1326093
-1;50.6164953;3.1249814
-1;50.6160387;3.12779
-1;50.6145958;3.1259583
-1;50.6162999;3.1252933
-1;50.6158114;3.1256838
-1;50.615526;3.1264942
-1;50.6138099;3.1266003
-1;50.6199879;3.1304
-1;48.8236164;2.3717811
-1;48.8287763;2.3663761
-1;48.8221129;2.3629416
-1;48.6894287;6.1706531
-1;47.0942126;-1.2921332
-1;43.6578139;6.9225053
-1;48.8442251;2.3791357
-1;48.8441489;2.3781926
-1;48.8439943;2.3792165
-1;48.8436974;2.3793752
-1;48.844317;2.379344
-1;48.8438881;2.3788684
-1;48.8436418;2.3793355
-1;44.9169001;-0.2401255
-1;48.9705486;2.2833017
-1;50.621434;3.1449201
-1;50.6100596;3.1448425
-1;50.6104031;3.1434052
-1;50.6090987;3.1423806
-1;50.607931;3.1457064
-1;50.6081779;3.1406813
-1;50.6089525;3.1353782
-1;50.610717;3.1418261
-1;50.608854;3.1384421
-1;50.6090101;3.1375845
-1;50.6105689;3.1453839
-1;50.6069317;3.1342319
-1;50.6055926;3.1391723
-1;50.6096304;3.1368073
-1;50.6119906;3.141003
-1;50.6055308;3.1389584
-1;50.6093041;3.1384111
-1;50.6098608;3.1366988
-1;50.6118317;3.1425314
-1;50.6107549;3.140262
-1;50.6056032;3.1389708
-1;50.6118385;3.1423158
-1;50.6101894;3.1441811
-1;50.6114908;3.144823
-1;50.6096821;3.1363204
-1;50.6084658;3.1405638
-1;50.6080422;3.1400725
-1;50.6085419;3.1436934
-1;50.6110143;3.1383907
-1;50.6054294;3.1340441
-1;50.6120359;3.1408657
-1;50.6079958;3.1441174
-1;50.6096788;3.1374711
-1;48.9226367;2.2545564
-1;48.9224027;2.2546704
-1;48.8337346;2.3324152
-1;48.8338875;2.3325632
-1;50.6142822;3.1252293
-1;50.6137503;3.1244997
-1;50.6140781;3.1238793
-1;50.615355;3.1222982
-1;50.6144482;3.1245155
-1;44.8419259;-0.5791022
-1;44.8438157;-0.5763784
-1;48.8291101;2.3118659
-1;48.8314109;2.315364
-1;44.8391193;-0.5716458
-1;44.8381291;-0.5731425
-1;44.8397173;-0.5716948
-1;44.8381558;-0.5715609
-1;44.8387214;-0.5722633
-1;44.8384658;-0.5691019
-1;44.8388811;-0.5739489
-1;44.8379896;-0.5716374
-1;47.6556352;-2.7572244
-1;44.8372572;-0.5810781
-1;44.8387786;-0.5774919
-1;44.8374529;-0.579089
-1;44.8405064;-0.580682
-1;44.8407309;-0.5797261
-1;48.8737292;2.2951979
-1;44.8352762;-0.5785
-1;44.8350658;-0.5752786
-1;44.8371643;-0.5776706
-1;44.8354365;-0.5720435
-1;44.8369797;-0.5728072
-1;44.8354585;-0.5703434
-1;44.8374419;-0.5671836
-1;45.7146592;4.891363
-1;42.4663384;2.8652656
-1;48.4339022;2.1658673
-1;48.4361617;2.16079
-1;45.7159476;4.8765708
-1;48.7780661;2.2923969
-1;47.0901373;5.4895221
-1;48.8386051;2.3156797
-1;45.1563222;5.7180532
-1;42.675901;2.9025085
-1;48.8906921;2.1994319
-1;48.8902397;2.1983869
-1;48.8784658;2.2146782
-1;48.8770361;2.2171109
-1;48.878288;2.2152376
-1;42.7004053;2.8954889
-1;43.4598857;1.3267144
-1;45.7325619;4.9931168
-1;45.7324112;4.9924554
-1;48.1022004;-1.6278749
-1;49.0218532;1.1397051
-1;49.0272803;1.1512775
-1;49.0187186;1.1555773
-1;45.7477223;4.8181209
-1;48.9011711;2.2762352
-1;45.7517077;4.8282563
-1;45.7534067;4.8287725
-1;45.7553236;4.83051
-1;45.7564095;4.8280933
-1;45.7567402;4.831394
-1;45.7588134;4.8306359
-1;45.7528653;4.8291565
-1;45.7525591;4.8314764
-1;50.6691577;3.1267118
-1;50.6696196;3.1304732
-1;45.7546417;4.8302637
-1;45.7545892;4.8323953
-1;45.7551469;4.8344163
-1;50.6768647;3.1291471
-1;45.7574575;4.8347714
-1;45.7576721;4.834835
-1;45.7562978;4.8356633
-1;45.7572743;4.8362378
-1;45.7578174;4.8343243
-1;50.6926954;3.1419917
-1;50.6696993;3.1307335
-1;49.0116576;1.1487658
-1;45.7595988;4.8340702
-1;45.759098;4.8359874
-1;45.7593309;4.8340559
-1;45.7605937;4.8369096
-1;45.7600321;4.8353308
-1;45.7587962;4.8338287
-1;45.7601197;4.8339114
-1;45.7594805;4.83286
-1;45.7604135;4.8309909
-1;45.7600649;4.8306484
-1;45.7608083;4.8313795
-1;45.7616095;4.8340005
-1;45.7618486;4.8352911
-1;45.7617663;4.8355307
-1;45.7610315;4.8363104
-1;45.7611765;4.8358486
-1;45.7621371;4.8345251
-1;45.7620632;4.8329517
-1;45.7619513;4.8325723
-1;45.7632605;4.8331942
-1;45.762935;4.8354205
-1;45.7622229;4.8358742
-1;47.2513022;-1.5128404
-1;47.251899;-1.5163094
-1;47.2476847;-1.5135279
-1;47.2478419;-1.5128565
-1;47.2482191;-1.5127499
-1;47.2466232;-1.5106303
-1;47.2477464;-1.5132705
-1;47.2477558;-1.5144403
-1;47.2406033;-1.5113229
-1;47.2361213;-1.5188803
-1;47.2364402;-1.519082
-1;43.7623673;1.9946173
-1;43.761997;1.9939275
-1;45.602995;-0.9981865
-1;46.6741048;5.5619586
-1;47.2401665;-1.560018
-1;47.2360112;-1.5041524
-1;47.2345134;-1.509158
-1;47.2340304;-1.511018
-1;47.2358767;-1.5044036
-1;43.6074522;2.2395156
-1;48.8161441;2.3126128
-1;48.8108044;2.3135543
-1;43.6047042;2.2431815
-1;46.076376;-1.0933496
-1;46.0766325;-1.0932958
-1;46.0766518;-1.0934405
-1;46.0721929;-1.0899489
-1;43.8759467;5.396788
-1;48.8758383;2.3464375
-1;48.8759416;2.346185
-1;48.9423755;2.0577917
-1;48.8285507;1.9673926
-1;48.7371529;-0.0241132
-1;48.7372818;-0.0235259
-1;43.9487507;4.8081246
-1;43.947929;4.8081563
-1;43.947109;4.8100066
-1;43.9482335;4.8082235
-1;45.1826339;5.7583069
-1;48.8926392;2.2049849
-1;45.6877717;4.9350272
-1;45.6875122;4.9401248
-1;47.2230894;-1.5338028
-1;47.2233946;-1.533378
-1;45.6913231;4.9469472
-1;45.689094;4.952272
-1;48.8418051;2.3558473
-1;48.8416326;2.3559163
-1;48.8420432;2.3557541
-1;45.7667749;4.8378727
-1;45.7653716;4.8368
-1;45.7670653;4.8357389
-1;45.7665507;4.8358542
-1;45.7668137;4.8345435
-1;45.7660594;4.8342716
-1;45.764729;4.8324473
-1;47.2223721;-1.5507543
-1;47.2241484;-1.5506452
-1;48.8920445;2.4430275
-1;48.8919384;2.4441422
-1;48.8922144;2.4440136
-1;48.8983267;2.3649566
-1;48.916188;2.4900606
-1;49.204317;6.9542136
-1;49.204544;6.9551571
-1;43.5314718;1.4042494
-1;48.7559992;2.0535249
-1;43.9510334;2.2094287
-1;45.8301906;3.1001108
-1;45.7710413;4.8665259
-1;45.767183;4.8327488
-1;45.7683966;4.8354253
-1;45.7681762;4.8336078
-1;45.7679123;4.8348372
-1;45.7679204;4.835005
-1;45.7678519;4.8341225
-1;45.7687037;4.8362911
-1;45.7695026;4.8350913
-1;45.7681825;4.8326873
-1;45.7685348;4.8344835
-1;45.7688466;4.8318107
-1;45.7692879;4.831512
-1;45.7701571;4.8315271
-1;45.7690926;4.8307083
-1;48.3934477;-4.000022
-1;45.7692759;4.8840335
-1;47.215378;-1.6845197
-1;50.7604354;3.0139888
-1;45.7810592;4.8625306
-1;45.7820005;4.8651982
-1;45.7839269;4.868714
-1;45.7831684;4.8669336
-1;50.7671396;3.0086821
-1;45.7830787;4.8679023
-1;50.7630024;3.0110171
-1;50.7669362;3.0089127
-1;45.7837952;4.8705317
-1;45.7825083;4.8769579
-1;49.1830361;6.9062532
-1;44.109863;5.1068521
-1;48.9896598;2.262954
-1;47.2194898;-1.5347504
-1;47.2123354;-1.5594062
-1;47.2150778;-1.5567272
-1;47.2167231;-1.5619021
-1;47.2148133;-1.5556582
-1;47.2168367;-1.5590038
-1;47.2166525;-1.5579813
-1;47.2139704;-1.5618947
-1;47.2167374;-1.5588502
-1;47.214769;-1.554372
-1;47.2121968;-1.5433196
-1;45.7734881;4.8235404
-1;48.9374334;2.3591895
-1;48.8677779;2.2938951
-1;48.867801;2.2938182
-1;47.6358446;6.8546672
-1;43.9586354;5.7924582
-1;43.9583217;5.7927086
-1;48.825357;2.5430764
-1;48.8972815;2.2385825
-1;48.9022347;2.2677677
-1;48.8952266;2.2498392
-1;48.8947957;2.2455336
-1;48.898027;2.2471831
-1;48.9034974;2.2679623
-1;48.8939216;2.2529618
-1;48.8996584;2.2383229
-1;48.9003885;2.2421499
-1;48.8955203;2.2577164
-1;48.8919636;2.2526338
-1;48.9005172;2.2608323
-1;48.896586;2.256461
-1;48.8941774;2.2444985
-1;48.8967197;2.2619047
-1;43.5633669;5.028241
-1;48.6233508;2.4015249
-1;48.6330356;2.4124791
-1;48.6309306;2.4151333
-1;48.6206246;2.405354
-1;48.633968;2.4086654
-1;48.6182562;2.4080689
-1;48.6300074;2.4166419
-1;48.6196882;2.4086162
-1;48.6285948;2.417997
-1;48.6264989;2.4203857
-1;48.6296565;2.4229282
-1;48.6157926;2.4202689
-1;48.626268;2.4235708
-1;48.610304;2.403574
-1;48.6332295;2.4128423
-1;48.631032;2.4126653
-1;49.4425514;1.0888419
-1;49.4423381;1.0936998
-1;49.4304033;1.0850844
-1;49.4453749;1.0866796
-1;49.441051;1.0927827
-1;45.1573651;5.736838
-1;46.6755857;5.5492279
-1;46.6808117;5.5737557
-1;46.6750186;5.5636314
-1;46.6794184;5.5724606
-1;46.6757364;5.5494151
-1;46.6844951;5.5650824
-1;46.6755885;5.5490204
-1;46.6779969;5.571723
-1;46.6776155;5.5723691
-1;46.6720697;5.5505437
-1;46.6749146;5.5637139
-1;46.6749742;5.5639901
-1;46.6838096;5.5639206
-1;46.6758704;5.5491832
-1;46.6780412;5.5713723
-1;46.679739;5.5727179
-1;46.6776272;5.5718072
-1;46.6751669;5.563881
-1;46.6750919;5.5639924
-1;46.6758704;5.5489756
-1;46.6776532;5.5716997
-1;46.6742558;5.5504227
-1;46.6751347;5.5637718
-1;46.6804551;5.5739376
-1;46.6757448;5.5489919
-1;46.6743888;5.5495874
-1;46.6743041;5.5499034
-1;46.6792315;5.5726266
-1;46.6755156;5.5495608
-1;46.6778209;5.5722439
-1;46.677767;5.5713307
-1;46.6749116;5.5640169
-1;46.6720478;5.5514159
-1;46.6748479;5.5508005
-1;46.674829;5.5638275
-1;46.6841112;5.5638702
-1;46.6792198;5.5732142
-1;46.6846616;5.5657264
-1;46.6757392;5.5492116
-1;46.6811237;5.5733789
-1;46.6793497;5.5728162
-1;46.6795148;5.5727118
-1;46.6758788;5.5493907
-1;48.59633;7.70143
-1;48.6110882;7.7379432
-1;48.52398;7.69606
-1;48.58778;7.7416
-1;48.54168;7.77521
-1;48.5950284;7.706907
-1;48.60314;7.75683
-1;48.62714;7.72424
-1;48.55443;7.76634
-1;48.59128;7.69742
-1;48.6147;7.77739
-1;48.64662;7.73346
-1;48.5744156;7.7377043
-1;48.5750823;7.7535589
-1;48.58548;7.69479
-1;48.61413;7.77399
-1;48.56256;7.73358
-1;48.58554;7.75197
-1;48.57396;7.75187
-1;48.59134;7.72524
-1;48.5969209;7.7768134
-1;48.585566;7.7251357
-1;48.5829833;7.7481268
-1;48.58705;7.66687
-1;48.5842229;7.7590332
-1;48.5915907;7.7209107
-1;48.56588;7.72355
-1;48.59804;7.75946
-1;48.533081;7.6976335
-1;48.5815357;7.7524824
-1;48.6021953;7.7200462
-1;48.58049;7.77923
-1;48.56382;7.68939
-1;48.58154;7.74844
-1;48.5781419;7.7344783
-1;48.56136;7.75151
-1;48.5925858;7.7700751
